"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:6huNf4dutXRjJyGn7f5BPS","Pray For Me","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","The Weeknd, Kendrick Lamar","spotify:album:5L5evi5tJPh8WaEFAQp7Tp","The Highlights","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","2021-02-05","https://i.scdn.co/image/ab67616d0000b27312a76d1b13ef07188f7dfbc9","1","7","211420","","true","80","USUM71800001","","2023-09-10T07:04:15Z"
"spotify:track:2ll7k2hZR96MICsYwQS7hO","Gta 4 Loading Theme Slowed And Reverb - Remix","spotify:artist:11zVzNHj5hETQ17BilwY3I","Levis Remix","spotify:album:0sSGlyskqXQr3pV1m2ark3","Gta 4 Loading Theme Slowed And Reverb (Remix)","spotify:artist:11zVzNHj5hETQ17BilwY3I","Levis Remix","2023-05-02","https://i.scdn.co/image/ab67616d0000b273c7bcfc2c5408c58acf72666b","1","1","161730","https://p.scdn.co/mp3-preview/3f595adc79ad9dd8df25751a0112af48b88afdf4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","ARIXB2306370","","2023-09-07T18:26:51Z"
"spotify:track:05Eq23mfskkJXrpnk1DlfU","Bloddy Mary X Dum Dum - Edit Version","spotify:artist:6avF6FLGVUti67QJ1AuecM","Kaushal Shekhawat","spotify:album:2GaRs5lO2NonNui8V1zUpr","Bloddy Mary X Dum Dum (Edit Version)","spotify:artist:6avF6FLGVUti67QJ1AuecM","Kaushal Shekhawat","2023-05-31","https://i.scdn.co/image/ab67616d0000b273fb48a126d3d2b46810f44209","1","1","184346","https://p.scdn.co/mp3-preview/67e64651f5190455f7f8983e44c803e2fdc65301?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","FRDKW2311321","","2023-09-06T15:05:25Z"
"spotify:track:512sG7n1ep1hrcd90IIpvV","Estilo","spotify:artist:4a2jmrKpsjqrfFm5ze6A4N","Cesar","spotify:album:3Cuv76CH4JpZWy6NTdrP0O","Estilo","spotify:artist:4a2jmrKpsjqrfFm5ze6A4N","Cesar","2023-01-31","https://i.scdn.co/image/ab67616d0000b273b3511db9c993cf90f0edec90","1","1","243290","https://p.scdn.co/mp3-preview/a3d1bd7ae8d5082e496fc2e2963352a39d9e2309?cid=9950ac751e34487dbbe027c4fd7f8e99","true","22","AEA2M2378273","","2023-09-06T15:04:50Z"
"spotify:track:4yNk9iz9WVJikRFle3XEvn","golden hour","spotify:artist:164Uj4eKjl6zTBKfJLFKKK","JVKE","spotify:album:2uiQo0DIcriQKVm5ivXuDO","this is what falling in love feels like (554Hz)","spotify:artist:164Uj4eKjl6zTBKfJLFKKK","JVKE","2022-10-03","https://i.scdn.co/image/ab67616d0000b2730af4476af141051c728ee8b9","1","3","209259","https://p.scdn.co/mp3-preview/bcc17f30841d6fbf3cd7954c3e3cf669f11b6a21?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","GBKPL2204171","","2023-08-26T19:02:40Z"
"spotify:track:57cipJHKNxVtyMt54ufEsz","Under The Influence x Renegade (sped up to perfection) - TikTok Remix","spotify:artist:2XqXXH9xPa1zucIOtZ3u3A, spotify:artist:0ooWCUtppfatIPYRufo0ak","TommyMuzzic, ZeddMusique","spotify:album:1F1bCI3Cpt6QceUO9bYmDp","Under The Influence x Renegade (TikTok Remix) - Your Body Languages Speaks To Me, Should've Listened To Them","spotify:artist:2XqXXH9xPa1zucIOtZ3u3A, spotify:artist:0ooWCUtppfatIPYRufo0ak","TommyMuzzic, ZeddMusique","2023-02-17","https://i.scdn.co/image/ab67616d0000b27350ee538a008f51d4ae5f3c39","1","3","138169","https://p.scdn.co/mp3-preview/bfe084bdba09db424bfd0b749402ca4cf757e745?cid=9950ac751e34487dbbe027c4fd7f8e99","true","57","GB8KE2302956","","2023-08-23T15:28:48Z"
"spotify:track:3AVXwaOGCEL8cmBecfcsFJ","Light Switch","spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth","spotify:album:4RRj9PqBj79OFDB2ydM7qs","Light Switch (Instrumental)","spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth","2022-01-19","https://i.scdn.co/image/ab67616d0000b273101337d65122832b36bfc928","1","2","187703","https://p.scdn.co/mp3-preview/135cce6ee2119c739643b3bbc15465623a60522c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","USAT22107359","","2023-08-18T17:40:32Z"
"spotify:track:3BMZSCVVn9HHyNJhHZ7u08","Wake Up to Reality! Uchiha Madara Speech (JAP)","spotify:artist:4uRrdwy23hL9aXb8kxkIvR, spotify:artist:63WgRXpbHInHdd2RlROUYZ","Alayans, KonigTiger","spotify:album:3cysTdOdAr2gMVqRhUtGlL","Wake Up to Reality! Uchiha Madara Speech (JAP)","spotify:artist:4uRrdwy23hL9aXb8kxkIvR","Alayans","2023-05-07","https://i.scdn.co/image/ab67616d0000b2733bc7e6a6ba80001f24700b11","1","1","83928","https://p.scdn.co/mp3-preview/868c1388f32525bfcb6f6b806acb0708c08e4edb?cid=9950ac751e34487dbbe027c4fd7f8e99","true","33","QZK6P2399800","","2023-08-12T16:38:47Z"
"spotify:track:1Ju2lYlvXnvXe3r3QC9sJH","Akatsuki","spotify:artist:5FXQVq0uoZJvSpINXPxamv","Ambassador","spotify:album:3saMt3K76XpOT8eO4jJKV9","Akatsuki","spotify:artist:5FXQVq0uoZJvSpINXPxamv","Ambassador","2022-01-13","https://i.scdn.co/image/ab67616d0000b27343a95cf0c7282c19b1c50056","1","1","139447","https://p.scdn.co/mp3-preview/e97405501c8fddd2118a97bc734bd023921aff87?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","RUA1H2174518","","2023-08-12T16:38:38Z"
"spotify:track:0IRzfNqrNFkV5MFf1cCV2i","Wake Up To Reality","spotify:artist:7prKONmr6gOGVFWbl4VtpO","RamflexOfficial","spotify:album:0flXwN1izWi2t68NgnaiVE","Wake Up To Reality","spotify:artist:7prKONmr6gOGVFWbl4VtpO","RamflexOfficial","2023-06-18","https://i.scdn.co/image/ab67616d0000b2732eeb77b765dffccff1388417","1","1","210790","https://p.scdn.co/mp3-preview/5e71305cf83e5ee651ad6991ba2041fe3dbfe4c8?cid=9950ac751e34487dbbe027c4fd7f8e99","true","39","QZMEP2314643","","2023-08-12T16:38:21Z"
"spotify:track:5K2onWVFDevmZ5y9AgiEcr","Fluxxwave","spotify:artist:1rPMCfJhANfBT78l2wf4d6","Clovis Reyes","spotify:album:5VSZMq4gFIMNympUWJa0AV","Fluxxwave","spotify:artist:1rPMCfJhANfBT78l2wf4d6","Clovis Reyes","2023-05-07","https://i.scdn.co/image/ab67616d0000b273451c3d84572c129fe11dc9d3","1","1","150441","https://p.scdn.co/mp3-preview/260b6bf82fe8842902799ac15c9f9ec0ad52dc13?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","QZK6N2350050","","2023-08-12T16:36:51Z"
"spotify:track:0P3F6xMn3R1Ja8hjJ1HBTO","Džanum","spotify:artist:5japL3H3OQvvJfhtsNh3eU","Teya Dora","spotify:album:7sac6tKZQBSIkOC9f0zVvA","Džanum","spotify:artist:5japL3H3OQvvJfhtsNh3eU","Teya Dora","2023-03-22","https://i.scdn.co/image/ab67616d0000b273746c257295cf1b9fdb072291","1","1","174045","https://p.scdn.co/mp3-preview/737b2b3a04c69b927bf0640cd2d5047a64169d85?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","FRX202362720","","2023-08-12T07:42:58Z"
"spotify:track:2lW57y7U7Pce21wRiMe6EA","Ali Ali","spotify:artist:1BKMGwVQOhbkZ1xEiPH2k3, spotify:artist:1mYsTxnqsietFxj1OgoGbG, spotify:artist:2gFFvbbdzYzzWltI2HkZEV","Diorange, A.R. Rahman, Nooran Sisters","spotify:album:0YOzjLEm1PqHp70POGMo02","Ali Ali","spotify:artist:1BKMGwVQOhbkZ1xEiPH2k3, spotify:artist:1mYsTxnqsietFxj1OgoGbG, spotify:artist:2gFFvbbdzYzzWltI2HkZEV","Diorange, A.R. Rahman, Nooran Sisters","2023-05-26","https://i.scdn.co/image/ab67616d0000b273cd26f999cf30dde65d6a54ac","1","1","124000","","false","66","SEUM72300622","","2023-08-10T18:54:32Z"
"spotify:track:6WgUI48YNgWL4bKaUYgW94","People You Know x Starboy","spotify:artist:2UUNqX43sA4dxX698liyey","Ren","spotify:album:1Klz4DxErrYdMfpuvylufL","People You Know x Starboy","spotify:artist:2UUNqX43sA4dxX698liyey","Ren","2023-04-14","https://i.scdn.co/image/ab67616d0000b2733adfdd2f2101c631ab226047","1","1","128264","https://p.scdn.co/mp3-preview/5cbcdca45e9fd2d5425f022d698841459b3a598a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","FRDKW2307388","","2023-07-25T07:58:58Z"
"spotify:track:3M0lSi5WW79CXQamgSBIjx","Swim","spotify:artist:7cYEt1pqMgXJdq00hAwVpT","Chase Atlantic","spotify:album:7C8uqokvE67UOlu1TiEYMd","Chase Atlantic","spotify:artist:7cYEt1pqMgXJdq00hAwVpT","Chase Atlantic","2017-10-04","https://i.scdn.co/image/ab67616d0000b2735a0c2870f4f309e382d1fad6","1","6","228786","https://p.scdn.co/mp3-preview/e201f50b9d4426569bcc1a46acee0c4d5fa2e91c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","USWB11701711","","2023-07-11T20:42:14Z"
"spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j","Superhero (Heroes & Villains) [with Future & Chris Brown]","spotify:artist:0iEtIxbK0KxaSlF7G42ZOp, spotify:artist:1RyvyyTE3xzB2ZywiAwp0i, spotify:artist:7bXgB6jMjp9ATFy66eO08Z","Metro Boomin, Future, Chris Brown","spotify:album:7txGsnDSqVMoRl6RQ9XyZP","HEROES & VILLAINS","spotify:artist:0iEtIxbK0KxaSlF7G42ZOp","Metro Boomin","2022-12-02","https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2","1","2","182666","","true","87","USUG12208783","","2023-07-06T17:47:59Z"
"spotify:track:7JJmb5XwzOO8jgpou264Ml","There's Nothing Holdin' Me Back","spotify:artist:7n2wHs1TKAczGzO7Dd2rGr","Shawn Mendes","spotify:album:3wBabo4pmzsYjALMSKY7Iq","Illuminate (Deluxe)","spotify:artist:7n2wHs1TKAczGzO7Dd2rGr","Shawn Mendes","2017-04-20","https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521","1","1","199440","","false","87","USUM71702833","","2023-07-01T04:38:41Z"
"spotify:track:0RiRZpuVRbi7oqRdSMwhQY","Sunflower - Spider-Man: Into the Spider-Verse","spotify:artist:246dkjvS1zLTtiykXe5h60, spotify:artist:1zNqQNIdeOUZHb8zbZRFMX","Post Malone, Swae Lee","spotify:album:4g1ZRSobMefqF6nelkgibi","Hollywood's Bleeding","spotify:artist:246dkjvS1zLTtiykXe5h60","Post Malone","2019-09-06","https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02","1","12","157560","","false","86","USUM71814888","","2023-06-28T17:20:30Z"
"spotify:track:3r44Otr6SVUja3SYsCuhVY","Shootout (Sped Up)","spotify:artist:5EiDVD35ofoSKq1KE0jcs8, spotify:artist:7e4AmALFiKR69Xra2EksPU","Izzamuzzic, Julien Marchal","spotify:album:7Ez9fBTpqn7pTEK09TqMJr","Shootout (Sped Up)","spotify:artist:5EiDVD35ofoSKq1KE0jcs8, spotify:artist:7e4AmALFiKR69Xra2EksPU","Izzamuzzic, Julien Marchal","2022-07-08","https://i.scdn.co/image/ab67616d0000b27313e512c6ff4a6b7eb8231a7f","1","1","242142","https://p.scdn.co/mp3-preview/1eacda8b012d8c5f65bf166d157508688b04bcb2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","US3DF2266954","","2023-06-25T11:54:05Z"
"spotify:track:0m1LzrvMNAlHegfO1FDlfw","gangsta (slowed + reverb)","spotify:artist:78tM7q8k3Gml2XeDbSbZk1","hsynnreal Yildiz","spotify:album:1JCkitKeMxMGNdzqPIhMz8","gangsta (slowed + reverb)","spotify:artist:78tM7q8k3Gml2XeDbSbZk1","hsynnreal Yildiz","2022-11-08","https://i.scdn.co/image/ab67616d0000b273d87289f66ac64b79c0b5bacf","1","1","205705","","false","27","IELOI2298746","","2023-06-19T04:15:10Z"
"spotify:track:1PSFtCx1i5J6b7mSxhTXIz","Samay Samjhayega (Lofi)","spotify:artist:5Nfs3z1NSsrI3wxInUl6v8, spotify:artist:7w089qcbkrJcuYYDzpWTeJ","Mohit Lalwani, Bharat Kamal","spotify:album:4Jw1R2ZmLOMraidMdZVoAO","Samay Samjhayega (Lofi)","spotify:artist:5Nfs3z1NSsrI3wxInUl6v8, spotify:artist:7w089qcbkrJcuYYDzpWTeJ","Mohit Lalwani, Bharat Kamal","2023-01-23","https://i.scdn.co/image/ab67616d0000b273493dce2bba88ded7ce40b295","1","1","102906","https://p.scdn.co/mp3-preview/0ed8579e54cce0888ad09924320d5f4e68b95f22?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","INM7Q2200078","","2023-06-19T03:43:40Z"
"spotify:track:735bRwgZ4sTH5Vs3iFVnDr","Tum Prem Ho - Reprise","spotify:artist:5Nfs3z1NSsrI3wxInUl6v8, spotify:artist:7w089qcbkrJcuYYDzpWTeJ","Mohit Lalwani, Bharat Kamal","spotify:album:30XdAr0VVZx7AXf3Kk0e44","Tum Prem Ho (Reprise)","spotify:artist:5Nfs3z1NSsrI3wxInUl6v8, spotify:artist:7w089qcbkrJcuYYDzpWTeJ","Mohit Lalwani, Bharat Kamal","2019-08-03","https://i.scdn.co/image/ab67616d0000b2731d12a9d4b338635b717b839e","1","1","288545","https://p.scdn.co/mp3-preview/8aaf1d7e8eeb7b77460363f66a48c775e7661770?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","QZDA42159322","","2023-06-19T02:23:46Z"
"spotify:track:1r6qzxz77Tvbrvqd1Q1MIN","Collide (Sped Up Remix)","spotify:artist:0jUQSUOcM7lxVn5eVGTkzQ, spotify:artist:5LHRHt1k9lMyONurDHEdrp","Justine Skye, Tyga","spotify:album:3mF3LQfPAiw2gAuj0BrzPG","Collide (Remix Pack)","spotify:artist:0jUQSUOcM7lxVn5eVGTkzQ","Justine Skye","2022-04-19","https://i.scdn.co/image/ab67616d0000b2739503590614c388bd2005798b","1","1","221168","https://p.scdn.co/mp3-preview/954f3b72a75399c7d92f189e06a455d1777d76e0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","77","QM24S2201724","","2023-06-17T08:11:38Z"
"spotify:track:6b37xrsNCWYIUphFBazqD6","Me Gustas Tu","spotify:artist:6wH6iStAh4KIaWfuhf0NYM","Manu Chao","spotify:album:4t1LLdXiWTfoywqricztFo","Próxima Estación: Esperanza","spotify:artist:6wH6iStAh4KIaWfuhf0NYM","Manu Chao","2001-06-01","https://i.scdn.co/image/ab67616d0000b2731dcba4a728ca0b17cbd204a5","1","6","239986","https://p.scdn.co/mp3-preview/452081948f544e5d11bd27ba83b02c0b8e219917?cid=9950ac751e34487dbbe027c4fd7f8e99","false","85","FR84R0000004","","2023-06-04T20:34:24Z"
"spotify:track:4XNOfoi25kZy8aLAaMgTkq","Te Iubesc Oriunde - Ai Fi","spotify:artist:3OViSm0E5Rt3wugziSjW2y","Nawrras Music","spotify:album:4DQIcxxyPL6TSHOo4VenQS","Te Iubesc Oriunde - Ai Fi","spotify:artist:3OViSm0E5Rt3wugziSjW2y","Nawrras Music","2022-08-04","https://i.scdn.co/image/ab67616d0000b27342939bcaacb3b33434ab7f32","1","1","149788","https://p.scdn.co/mp3-preview/7821408302c15cf538f3268852b90d7a46d81157?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","TCAGJ2248377","","2023-06-03T20:34:14Z"
"spotify:track:60a0Rd6pjrkxjPbaKzXjfq","In the End","spotify:artist:6XyY86QOPPrYVGvF9ch6wz","Linkin Park","spotify:album:6hPkbAV3ZXpGZBGUvL6jVM","Hybrid Theory (Bonus Edition)","spotify:artist:6XyY86QOPPrYVGvF9ch6wz","Linkin Park","2000-10-24","https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a","1","8","216880","https://p.scdn.co/mp3-preview/b5ee275ca337899f762b1c1883c11e24a04075b0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","88","USWB10002407","","2023-05-26T17:53:10Z"
"spotify:track:5knELFswMvdznw7ubbrveA","Jai Shri Ram","spotify:artist:5fvTHKKzW44A9867nPDocM, spotify:artist:4cAERazLlAzVGA10ORWaUP","Ajay-Atul, Manoj Muntashir","spotify:album:22SrUDs2HbvAqZrACOqe07","Jai Shri Ram","spotify:artist:5fvTHKKzW44A9867nPDocM, spotify:artist:4cAERazLlAzVGA10ORWaUP","Ajay-Atul, Manoj Muntashir","2023-04-06","https://i.scdn.co/image/ab67616d0000b273a866cca0de3273754d327287","1","1","64128","https://p.scdn.co/mp3-preview/57c271c9c5addffec2ed65aaab4eab0a68ae3d84?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","INS182301052","","2023-05-24T17:27:39Z"
"spotify:track:5XkzYk0hGmu5wRYLbLn58p","Montagem Orquestra Sinfonica (Speed Up)","spotify:artist:2mq1noMJKfEyEuCR3Iihhc","DJ TENEBROSO ORIGINAL","spotify:album:4Rbf8OCXGWXn12DTi1cBAD","Montagem Orquestra Sinfonica (Speed Up)","spotify:artist:2mq1noMJKfEyEuCR3Iihhc","DJ TENEBROSO ORIGINAL","2022-12-12","https://i.scdn.co/image/ab67616d0000b2734bcbc11a8e6804a526ae2786","1","1","213948","https://p.scdn.co/mp3-preview/77a33639fd8649e782cd55fa6f8d67bb04b682e1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","62","BCIH82203811","","2023-05-24T15:59:55Z"
"spotify:track:3d2o7YKQCsRfjPeAaQ3Q0T","Montagem - Chapadão de Crack - Beat Mata Noia","spotify:artist:54rdhCFEABVG23JDSNpGUm","DJPH01","spotify:album:50snzWTFGHx8eq7pyb4y7a","Montagem - Chapadão de Crack - Beat Mata Noia [Slowed]","spotify:artist:54rdhCFEABVG23JDSNpGUm","DJPH01","2023-02-12","https://i.scdn.co/image/ab67616d0000b273b1d8855f0cc25c9f74efdb68","1","1","191378","https://p.scdn.co/mp3-preview/20c70926f0de58a8b12150b3ac2af4b9e302566a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","55","ESA112300829","","2023-05-24T15:59:47Z"
"spotify:track:5olB6tpqsJ9W8AX6HdWQd5","Montagem - Conga Conga (Slowed + Reverb)","spotify:artist:3wpIT0RdJai5EyixwevHVq","DJ RAMON SP","spotify:album:215z8mWDSkmJLJVqLOM8iX","Montagem - Conga Conga (Remixes)","spotify:artist:3wpIT0RdJai5EyixwevHVq","DJ RAMON SP","2023-02-24","https://i.scdn.co/image/ab67616d0000b27387e7d0f29787bf25ee10ab2c","1","1","178573","https://p.scdn.co/mp3-preview/24259144236698fd7cf670dd4c545d38ebc4e9e8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","USANG2270535","","2023-05-24T15:59:22Z"
"spotify:track:0o9zmvc5f3EFApU52PPIyW","Shinunoga E-Wa","spotify:artist:6bDWAcdtVR3WHz2xtiIPUi","Fujii Kaze","spotify:album:1OojCidx0eoPKch2M0Kz31","HELP EVER HURT NEVER","spotify:artist:6bDWAcdtVR3WHz2xtiIPUi","Fujii Kaze","2020-05-20","https://i.scdn.co/image/ab67616d0000b27322805a1b17e41ae357bd98bc","1","8","185573","","false","84","JPPO02000610","","2023-05-24T06:09:32Z"
"spotify:track:6ZPN5D9AyH6zrjPN2kSBqL","Polozhenie","spotify:artist:3qUlZrVCyy4NtDkRnLjHQJ","Lovell","spotify:album:5E1MXLC6LXXH76taYQTY8b","Polozhenie","spotify:artist:3qUlZrVCyy4NtDkRnLjHQJ","Lovell","2023-04-15","https://i.scdn.co/image/ab67616d0000b273d9d844ad95f88568d3c7d604","1","1","101614","","false","18","NLRD52320268","","2023-05-22T05:09:11Z"
"spotify:track:2S5aSiM8dN0U1eGUrQRw8Q","Woo x I Was Never There (Sped up) - Remix","spotify:artist:1xP2Pos7aO9ONLRav8fmny, spotify:artist:69JEXAvYd8sSMU4li9uSox","Muppet DJ, SECA Records","spotify:album:3aVYupw07meUOEvykypQyT","Woo x I Was Never There (Sped up) [Remix]","spotify:artist:1xP2Pos7aO9ONLRav8fmny, spotify:artist:69JEXAvYd8sSMU4li9uSox","Muppet DJ, SECA Records","2022-11-29","https://i.scdn.co/image/ab67616d0000b273b06f7ad5dbd28bfd947abb91","1","1","200031","https://p.scdn.co/mp3-preview/eb9efeaecc1756ec84ad2b750888be7a7f43e6f2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","ARIXB2208503","","2023-05-19T03:12:27Z"
"spotify:track:7kO7gxUXu38fr58aQ5jkC5","golden hour - minlee remix","spotify:artist:164Uj4eKjl6zTBKfJLFKKK, spotify:artist:72Gqg5WgtKqaOXWYNEYsJ4","JVKE, minlee","spotify:album:7ljacZ6JxllaRqxNwyVVKC","golden hour (minlee Remix)","spotify:artist:164Uj4eKjl6zTBKfJLFKKK, spotify:artist:72Gqg5WgtKqaOXWYNEYsJ4","JVKE, minlee","2022-07-15","https://i.scdn.co/image/ab67616d0000b2738d3a0696978e6dbf6fe67333","1","1","144048","https://p.scdn.co/mp3-preview/3b1412b9f6e05bf54baac7a0dfb4443b13547f33?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","QM6P42301481","","2023-05-12T19:39:46Z"
"spotify:track:6GyFP1nfCDB8lbD2bG0Hq9","Midnight City","spotify:artist:63MQldklfxkjYDoUE4Tppz","M83","spotify:album:6EB14IXV5oyOiItGBv7mtG","Hurry up, We're Dreaming","spotify:artist:63MQldklfxkjYDoUE4Tppz","M83","2011-10-17","https://i.scdn.co/image/ab67616d0000b273b3591763154a27326b3f431a","1","2","243960","https://p.scdn.co/mp3-preview/a3bbe39182561b00b4104b859c29361732c0978d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","GB55H1100002","","2023-05-09T04:23:50Z"
"spotify:track:3c9pIi4eWZQjdiF5ArbteU","Hare Rama Hare Krishna","spotify:artist:5yly6mIa3Fy9DEXBCVYs5u","Rvj","spotify:album:1WDTPEbrdO5RPplGKt50NC","Hare Rama Hare Krishna","spotify:artist:5yly6mIa3Fy9DEXBCVYs5u","Rvj","2022-05-18","https://i.scdn.co/image/ab67616d0000b27339fdd135015efc47fffaf0bb","1","1","301520","https://p.scdn.co/mp3-preview/1de8f99f67e7f15d4d2f520bf0621c51e91a99c5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","QZTAU2227037","","2023-04-27T04:22:42Z"
"spotify:track:2fQkCPduaWi8UkKmzsu7xG","Breathless Hanuman Chalisa","spotify:artist:1SJOL9HJ08YOn92lFcYf8a","Shankar Mahadevan","spotify:album:6t3wOPT70HN8eO1HNk1wqh","Breathless Hanuman Chalisa","spotify:artist:1SJOL9HJ08YOn92lFcYf8a","Shankar Mahadevan","2022-09-15","https://i.scdn.co/image/ab67616d0000b273d00ac5be84bc36d03564de19","1","1","225199","https://p.scdn.co/mp3-preview/2ac4a1f83c08287c7ff916a8dcbc0f937ce9e6a4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","INS932200079","","2023-04-25T04:33:33Z"
"spotify:track:2ogKhhoMClkFXek7ZgxAhN","Shameless","spotify:artist:4nDoRrQiYLoBzwC5BhVJzF","Camila Cabello","spotify:album:3Vsbl0diFGw8HNSjG8ue9m","Romance","spotify:artist:4nDoRrQiYLoBzwC5BhVJzF","Camila Cabello","2019-12-06","https://i.scdn.co/image/ab67616d0000b2735f53c0dbe5190a0af0fa28f3","1","1","219742","https://p.scdn.co/mp3-preview/251fd51f331017b3bc8f3879be028ad75f91d6d0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","USSM11905431","","2023-04-19T09:44:29Z"
"spotify:track:5fMRCdjXXS5okTZJQOpuB7","Starboy (Nightcore) - TikTok Remix","spotify:artist:59cJeHfYWPH4wLf23rvtcJ, spotify:artist:2XqXXH9xPa1zucIOtZ3u3A","NightcoreMuzzic, TommyMuzzic","spotify:album:5patvkUx4UcT7Vu6n8C5QL","Nightcore TikTok Songs","spotify:artist:59cJeHfYWPH4wLf23rvtcJ, spotify:artist:2XqXXH9xPa1zucIOtZ3u3A","NightcoreMuzzic, TommyMuzzic","2023-02-25","https://i.scdn.co/image/ab67616d0000b273a849bffdddc8f6a92865cba3","1","1","193333","https://p.scdn.co/mp3-preview/121548322bc7413fb203d8ad5ef2909574d7feb9?cid=9950ac751e34487dbbe027c4fd7f8e99","true","45","GB8KE2303447","","2023-04-18T15:34:20Z"
"spotify:track:6LJFgCd9wU2VptHEwz2Wl3","Starboy - Kygo Remix","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ, spotify:artist:4tZwfgrHOc3mvqYlEYSvVi, spotify:artist:23fqKkggKUBHNkbKtXEls4","The Weeknd, Daft Punk, Kygo","spotify:album:4rGQxBDZ4hHCKePXaYOTSB","Starboy (Kygo Remix)","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","2016-11-11","https://i.scdn.co/image/ab67616d0000b273e2148749eb6478e176b3f93c","1","1","244720","","true","53","USUG11601353","","2023-04-18T15:32:24Z"
"spotify:track:62k0KcwOSbDrMnNubGg8Lj","Hai Katha Sangram Ki","spotify:artist:5cmkYfVjWGrtqL7ksKMRol, spotify:artist:2Nkl0fzoLRcQAsc8tIzWOP","SS Animations, Parvathy Kapoor","spotify:album:64qZzPomPp9mEWscpG7fCL","Hai Katha Sangram Ki","spotify:artist:5cmkYfVjWGrtqL7ksKMRol","SS Animations","2013","https://i.scdn.co/image/ab67616d0000b273dcbc2fec689197ce3495c078","1","1","153614","","false","26","GX3HH2164560","","2023-04-18T02:45:21Z"
"spotify:track:5sf6rDJBoVyFXmYgNQIBy3","Shendur Laal Chadhayo (Aarti)","spotify:artist:4I5QgST39jQbLzuWTgUKcX","Ravindra Sathe","spotify:album:1JeFqGnZiX2hBW7pMRPbRi","Vaastav: The Reality","spotify:artist:4YgUVg4p7xtMOrOS4GjiJZ, spotify:artist:5pTiYqQPXWMq5qovSnsAgU","Jatin-Lalit, Rahul Ranade","1999-08-28","https://i.scdn.co/image/ab67616d0000b2734ac49cbfcbad925437b11428","1","6","194253","https://p.scdn.co/mp3-preview/3a877b85c7df7d7fef080d4191192d69ce69c97e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","INS189911231","","2023-04-14T10:18:27Z"
"spotify:track:70mGpoqolvTKYdj9EKWIh1","The Hills x Creepin x The Color Violet - Remake Cover","spotify:artist:0kFpfUKcW4ltMuRarIN0li, spotify:artist:6p771GeIOWiMBSVihGILpS, spotify:artist:1LbQ66B9mZIHGhjRu9fvKo","renewwed, capella, Tazzy","spotify:album:5CbJZWnxmJpOtwmVFX9rmu","The Hills x Creepin x The Color Violet - Remake Cover","spotify:artist:0kFpfUKcW4ltMuRarIN0li, spotify:artist:6p771GeIOWiMBSVihGILpS, spotify:artist:1LbQ66B9mZIHGhjRu9fvKo","renewwed, capella, Tazzy","2023-01-11","https://i.scdn.co/image/ab67616d0000b27384bfa958a9790f210ebfcbad","1","1","198191","https://p.scdn.co/mp3-preview/5863a158da38012587eca222b91ca16345bbe2b5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","GX89G2378416","","2023-04-11T08:50:20Z"
