"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:7AzNc8HzVneScZgQArI3UR","Call of Silence (Eye-Water)","spotify:artist:2bdcBjvuI9worc472GbeU0","Samuel Kim","spotify:album:03qiYlB09zNPSP39fh0osh","Attack on Titan: Final Season Tribute","spotify:artist:2bdcBjvuI9worc472GbeU0","Samuel Kim","2021-03-26","https://i.scdn.co/image/ab67616d0000b273ce241318db9273693985996c","1","6","164932","","false","0","QZDA72137878","","2022-08-15T00:35:22Z"
"spotify:track:09gysnJpfQ3ublBmJDfcEC","SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)","spotify:artist:21UPYSRWFKwtqvSAnFnSvS, spotify:artist:1U1el3k54VvEUzo3ybLPlM, spotify:artist:2hVWBpjLW4Q7fboYz2pVYK","Amaarae, Kali Uchis, Moliy","spotify:album:4q4rHdKxyCzxuQrPcdjPyC","SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)","spotify:artist:21UPYSRWFKwtqvSAnFnSvS, spotify:artist:1U1el3k54VvEUzo3ybLPlM","Amaarae, Kali Uchis","2021-09-16","https://i.scdn.co/image/ab67616d0000b273e859698c8fe21d42a13ec252","1","1","204763","","true","78","US23A1540104","","2022-08-11T17:01:26Z"
"spotify:track:4Tdoe8hRxI1z8yKqMvMgES","Stay (slowed + reverb)","spotify:artist:3GY9nwamgDdUpgWlCAKP9s","Slowed Tunes","spotify:album:5N5pEfsd0iMd9xadepJ0lY","Stay (slowed + reverb)","spotify:artist:3GY9nwamgDdUpgWlCAKP9s","Slowed Tunes","2022-05-19","https://i.scdn.co/image/ab67616d0000b2737c85dfd5d70a92014ddb6c33","1","1","190000","https://p.scdn.co/mp3-preview/ad5569019a0069c4f5aa2919b75a813faf237207?cid=9950ac751e34487dbbe027c4fd7f8e99","true","8","QZS652212709","","2022-08-10T10:26:27Z"
"spotify:track:1EmEUcSo4TNbxR84er0edj","Eye-Water","spotify:artist:0Riv2KnFcLZA3JSVryRg4y","Hiroyuki Sawano","spotify:album:3WDkuVqT1OfkTdCyYQ2gXa","TV Anime ""Attack on Titan"" Original Soundtrack","spotify:artist:0Riv2KnFcLZA3JSVryRg4y","Hiroyuki Sawano","2013","https://i.scdn.co/image/ab67616d0000b2732e09d63a7ba7fa7071e26524","1","3","181413","https://p.scdn.co/mp3-preview/d18d237f8a936c57474e56e7aad725cb5aee60ea?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","JPPC01301133","","2022-08-09T09:48:51Z"
"spotify:track:4Te9tTtG4ipT6x6G69DTJd","Kumkumala (From ""Brahmastra (Telugu)"")","spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:7qjJw7ZM2ekDSahLXPjIlN","Pritam, Sid Sriram","spotify:album:0vJiYRBgjYLeDDTqVZw2Kh","Kumkumala [From ""Brahmastra (Telugu)""]","spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:7qjJw7ZM2ekDSahLXPjIlN","Pritam, Sid Sriram","2022-07-17","https://i.scdn.co/image/ab67616d0000b2737d1e201f2eaa979f4c4c0fd2","1","1","278377","https://p.scdn.co/mp3-preview/f5ba84ac337502c4aab6ab8c95193b707e65cc88?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","INS172203814","","2022-08-09T09:01:54Z"
"spotify:track:1OKvqRUG3QbaqLWGn7bhzF","I Wanna Love You","spotify:artist:0z4gvV4rjIZ9wHck67ucSV, spotify:artist:7hJcb9fa4alzcOq3EaNPoG","Akon, Snoop Dogg","spotify:album:4SAz7HhY1uBvxF6O9k1iyq","Konvicted (Complete Edition)","spotify:artist:0z4gvV4rjIZ9wHck67ucSV","Akon","2022-03-04","https://i.scdn.co/image/ab67616d0000b273b339bb65a381f7345296e0d0","1","4","246764","","true","65","USUM70615284","","2022-08-08T02:28:25Z"
"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","Sweater Weather","spotify:artist:77SW9BnxLY8rJ0RciFqkHh","The Neighbourhood","spotify:album:4xkM0BwLM9H2IUcbYzpcBI","I Love You.","spotify:artist:77SW9BnxLY8rJ0RciFqkHh","The Neighbourhood","2013-04-19","https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921","1","4","240400","https://p.scdn.co/mp3-preview/877602f424a9dea277b13301ffc516f9fd1fbe7e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","91","USSM11300080","","2022-08-07T10:57:57Z"
"spotify:track:0ocf3HwWhrXtA8r63Vcd2h","Give Me A Kiss","spotify:artist:6d8NscVVbeMVINZwJDOoN5","Crash Adams","spotify:album:4Cxkou3pFWfzoLsw9Aonfw","Give Me A Kiss","spotify:artist:6d8NscVVbeMVINZwJDOoN5","Crash Adams","2022-07-22","https://i.scdn.co/image/ab67616d0000b273571f7242fe8e6d72832eb9a7","1","1","169204","","false","2","QZK6K2271842","","2022-08-01T21:45:38Z"
"spotify:track:51Oa70H7nljO5QWJ3qNIhD","Polozhenie","spotify:artist:1nxjal3ve9NvBmbBVKsknG, spotify:artist:1befMTvaEvCSwBVCgYlrQp","blameF, enough","spotify:album:5AhU8m8Dpuz05VE7R92Mxn","Polozhenie","spotify:artist:1nxjal3ve9NvBmbBVKsknG, spotify:artist:1befMTvaEvCSwBVCgYlrQp","blameF, enough","2022-07-13","https://i.scdn.co/image/ab67616d0000b27316b8a49634b4ee412ce61801","1","1","129606","","true","0","QZK6F2223873","","2022-07-29T23:32:52Z"
"spotify:track:3MrRksHupTVEQ7YbA0FsZK","The Final Countdown","spotify:artist:7Js6Lde8thlIHXggv2SCBz","Europe","spotify:album:5Jkd47JEaCU1g4DcGBnHm3","The Final Countdown (Expanded Edition)","spotify:artist:7Js6Lde8thlIHXggv2SCBz","Europe","1986","https://i.scdn.co/image/ab67616d0000b2732d925cec3072ed1b74e5188f","1","1","310333","https://p.scdn.co/mp3-preview/eaa4589de811f47326f5a15013ed58bd62a9e96a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USSM18600196","","2022-07-29T23:32:17Z"
"spotify:track:02zPo0Dt0R4TTFY5zLJZnK","Neele Neele Ambar Par - Male Version","spotify:artist:7pWXlTjky0KXWgbdZi9ebq, spotify:artist:0GF4shudTAFv8ak9eWdd4Y","Kalyanji-Anandji, Kishore Kumar","spotify:album:3438iV4EeQYLyaqvT34AMa","Kalaakaar (Original Motion Picture Soundtrack)","spotify:artist:7pWXlTjky0KXWgbdZi9ebq","Kalyanji-Anandji","1983-06-10","https://i.scdn.co/image/ab67616d0000b273136f87f65afc5f0520b90b1b","1","1","320000","https://p.scdn.co/mp3-preview/db74f63119414f93bac37166717bf58e0658b4a4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","INS171600310","","2022-07-29T18:02:34Z"
"spotify:track:1JO1xLtVc8mWhIoE3YaCL0","Happy Together","spotify:artist:2VIoWte1HPDbZ2WqHd2La7","The Turtles","spotify:album:2pMxs38Y5A0mmHrcu3twvB","Happy Together","spotify:artist:2VIoWte1HPDbZ2WqHd2La7","The Turtles","1967","https://i.scdn.co/image/ab67616d0000b27372649ad8e79d1e8bdd54c929","1","6","176293","https://p.scdn.co/mp3-preview/8c691e6232f9abae21be72ed15407fd90657a73e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","USA560587940","","2022-07-26T19:26:58Z"
"spotify:track:677Xq7U2XXtpd3LbzyKoG2","Remember Me for Centuries","spotify:artist:1PTBwSBrolrmykkVHULAJU","Djniqomusic","spotify:album:27ybLd5rairYfVVNwpW8u7","Remember Me for Centuries","spotify:artist:1PTBwSBrolrmykkVHULAJU","Djniqomusic","2015-01-18","https://i.scdn.co/image/ab67616d0000b273d454972c3c47ba43b9b50232","1","1","222943","https://p.scdn.co/mp3-preview/943eb6e34378a8c4a9b7fa840561d164370642c1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","uscgh1519871","","2022-07-26T16:03:13Z"
"spotify:track:3sziCSQnR8SbnuQ7N9OE8H","Yamaha Nagari","spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu","Hariharan","spotify:album:3HmlOh9IdjFYVVxE52Yueg","Choodalani Undi","spotify:artist:3AMxH9QIPZbK8ND8C9j4Ss","Mani Sharma","1998","https://i.scdn.co/image/ab67616d0000b2736209953e62cf19c7d3e5968b","1","2","379573","https://p.scdn.co/mp3-preview/4380d6cf6c069faed06633a2422ce1e64114b7b3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","INA090930498","","2022-07-25T11:25:39Z"
"spotify:track:3ZXF3FpHH3owqWRFZI8Mw0","Gangsta (slowed + reverb)","spotify:artist:3GY9nwamgDdUpgWlCAKP9s, spotify:artist:5fOzKeaM5PmZ2BcKKAtFeq","Slowed Tunes, 8D Tunes","spotify:album:414W15ZGuOHlgSoGtWgvTl","Slowed covers of popular songs","spotify:artist:5fOzKeaM5PmZ2BcKKAtFeq, spotify:artist:3GY9nwamgDdUpgWlCAKP9s","8D Tunes, Slowed Tunes","2022-05-06","https://i.scdn.co/image/ab67616d0000b2738d440176424be98196e0ae94","1","15","166000","https://p.scdn.co/mp3-preview/e457388bcf131bff957f9796377e62b01928bfa2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","QZS642214444","","2022-07-23T14:07:47Z"
"spotify:track:0sveKBCrqf77iKVnJZep2f","Love Story - Sped Up","spotify:artist:0cEz5G1u5LrWvk8nY72x7y","Speedy Radio","spotify:album:0PGx9H8j9xsiMoVLz6mkT3","Love Story (Sped Up)","spotify:artist:0cEz5G1u5LrWvk8nY72x7y","Speedy Radio","2022-06-14","https://i.scdn.co/image/ab67616d0000b2730fea084b6784bdac2e4d677d","1","1","276259","","false","0","FRX202268298","","2022-07-21T16:57:26Z"
"spotify:track:41UQTit03jSLz0DoUZ3Eux","Aarmabh Hai Prachand X Polozehnie","spotify:artist:1IEqJhjUAA0qZ6L020TQdt","Shrylox","spotify:album:5i4F1Sk42FwEYCaHnsRnMu","Aarmabh Hai Prachand X Polozehnie","spotify:artist:1IEqJhjUAA0qZ6L020TQdt","Shrylox","2022-06-27","https://i.scdn.co/image/ab67616d0000b273da5bee596b184f93227bd0d7","1","1","201562","https://p.scdn.co/mp3-preview/0c02f7e1d07958529cbeea07d260927943dc1984?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","HKK972221899","","2022-07-12T08:10:09Z"
"spotify:track:6lLg9Xh0rlCAzbzbeAmhgF","Cool Kids (Sped Up) - I Wish That I Could","spotify:artist:0KYOBAf6Zky4CFQne2JPTX","Hiko","spotify:album:11fNI2ap4maxV5TxxfovAH","Cool Kids (Sped Up) - I Wish That I Could","spotify:artist:0KYOBAf6Zky4CFQne2JPTX","Hiko","2022-06-24","https://i.scdn.co/image/ab67616d0000b273841fd82dcf69c86ab1c375ab","1","1","186496","","false","0","QZNJV2274215","","2022-07-10T10:35:03Z"
"spotify:track:0biCSADTAblvLTLtJz4pXO","Nashe Si Chadh Gayi","spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb, spotify:artist:4YRxDV8wJFPHPTeXepOstw, spotify:artist:2Yf4MRVpt0rcAd5y5h5ph1, spotify:artist:5kPOMQZvgkAEnRZqwn9SYQ","Vishal-Shekhar, Arijit Singh, Caralisa Monteiro, Jaideep Sahni","spotify:album:2NdNeBKi8ctKgKRH5UGRbO","Befikre","spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb","Vishal-Shekhar","2016-12-01","https://i.scdn.co/image/ab67616d0000b273f5dc36d5000145375a41c3b8","1","1","237875","https://p.scdn.co/mp3-preview/771c8fd04c01ba6c7f519f4baf97974c00b3a2aa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","INY091600067","","2022-07-09T23:29:43Z"
"spotify:track:3zf7ggYZFA3oTuf2P7HYoE","Rover Lofi (Slowed+reverb)","spotify:artist:3SlT2k7mzXGT8QxYEyFDNj","ylsounds","spotify:album:7qcoXcptMDEX3nCWaztJ9u","Rover Lofi (Slowed+reverb)","spotify:artist:3SlT2k7mzXGT8QxYEyFDNj","ylsounds","2022-06-30","https://i.scdn.co/image/ab67616d0000b273a50e82ed7510f3ee73d6ac7d","1","1","146234","","true","0","ushm22237637","","2022-07-08T06:19:44Z"
"spotify:track:0KBhZh8rhLacIWY6ORhAWp","Hoes No Jutsu","spotify:artist:3oSZKapuKjNzTOejmMFXn3","ovg!","spotify:album:3uCsS4aFWtx1rpl0LYRb5i","Hoes No Jutsu","spotify:artist:3oSZKapuKjNzTOejmMFXn3","ovg!","2022-05-27","https://i.scdn.co/image/ab67616d0000b273a0b2ff52082c7590b2135375","1","1","148316","https://p.scdn.co/mp3-preview/96b3689813d89e8fa51887096749ea4219754c5b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","QZK6Q2229910","","2022-07-07T08:00:21Z"
"spotify:track:7K3kr0Nao3S3pFmGEJAQug","Derniere Danse - Remix","spotify:artist:5lJtpCO9rNFAcbadfptATc","Orkho","spotify:album:3t1Reyc6CO1b9ckJxnG8xc","Derniere Danse (Remix)","spotify:artist:5lJtpCO9rNFAcbadfptATc","Orkho","2022-05-31","https://i.scdn.co/image/ab67616d0000b27353fa3bd2bb0288fddd7cbe0f","1","1","160810","","true","0","QZK6P2213072","","2022-07-05T09:30:41Z"
"spotify:track:6udC4b4jOSnHb9ItnXgKLR","Saibo","spotify:artist:1mBydYMVBECdDmMfE2sEUO, spotify:artist:0oOet2f43PA68X5RxKobEy, spotify:artist:6k6dimE4a6OFnD0HWmkIUW","Sachin-Jigar, Shreya Ghoshal, Tochi Raina","spotify:album:2HZl13JCi3PIaqVlIkp4q6","Shor in the City (Original Motion Picture Soundtrack)","spotify:artist:1mBydYMVBECdDmMfE2sEUO, spotify:artist:4gCEJLkQQjqiFls4ayhzlm","Sachin-Jigar, Harpreet","2011-03-28","https://i.scdn.co/image/ab67616d0000b2731aac2079e5047e1bfd1b59d9","1","1","195253","https://p.scdn.co/mp3-preview/4e7ee8e1cf9a1700cf45bc18fa4fe75300f19a28?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","INS171100070","","2022-07-04T18:30:27Z"
"spotify:track:62aP9fBQKYKxi7PDXwcUAS","ily (i love you baby) (feat. Emilee)","spotify:artist:1lmU3giNF3CSbkVSQmLpHQ, spotify:artist:4ArPQ1Opcksbbf3CPwEjWE","Surf Mesa, Emilee","spotify:album:4MHHajvRTUHItDsvfdIC8B","ily (i love you baby) (feat. Emilee)","spotify:artist:1lmU3giNF3CSbkVSQmLpHQ","Surf Mesa","2019-11-26","https://i.scdn.co/image/ab67616d0000b273b3de5764cc02f94714487c86","1","1","176546","","false","78","QZJRC1945204","","2022-07-04T16:13:57Z"
"spotify:track:5EjsGABS7ZFRKQ8PS22VgJ","Demons (In My Mind)","spotify:artist:7yoh9onDM7XQFBepQTI6Qu, spotify:artist:5OVvE8KI1plPjcIwVEcCfW","Lvly, Milva","spotify:album:6nQ8peDqd9z8hLOMJQoqgA","Mad Love","spotify:artist:7yoh9onDM7XQFBepQTI6Qu","Lvly","2019-12-13","https://i.scdn.co/image/ab67616d0000b273452ccba4cb4a90b431411d45","1","2","197050","https://p.scdn.co/mp3-preview/a4d5894ebf2b6f98e91c3a90ee4a41965b9a33fe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","SE5Q51902395","","2022-07-04T07:26:01Z"
"spotify:track:4CeBKWWLXMrQMFsP0Q0K3V","Kosandra","spotify:artist:0hmUwzWBrPHpGWGrYH05c3","Miyagi & Andy Panda","spotify:album:4L8rQWlFeHoNjVHZd8lzHC","Kosandra","spotify:artist:0hmUwzWBrPHpGWGrYH05c3","Miyagi & Andy Panda","2020-02-14","https://i.scdn.co/image/ab67616d0000b273a2d00f6f1122d5613451e292","1","1","221378","https://p.scdn.co/mp3-preview/3f0c6cd5a2f9d6c92342ad4c417690399f316326?cid=9950ac751e34487dbbe027c4fd7f8e99","true","66","FR10S2013809","","2022-07-04T06:13:57Z"
"spotify:track:4gvrJnKCKIPiacNsWVQwEU","love nwantiti (feat. Dj Yo! & AX'EL) - Remix","spotify:artist:048LktY5zMnakWq7PTtFrz, spotify:artist:7iTLGcddv1bOPirdYJjKVy, spotify:artist:5fUXK5m3BNwoRgTyKq8tnz","CKay, Dj Yo!, AX'EL","spotify:album:5NzoKSfocwLOb6o0lXfTM9","love nwantiti (feat. Dj Yo! & AX'EL) [Remix]","spotify:artist:048LktY5zMnakWq7PTtFrz, spotify:artist:7iTLGcddv1bOPirdYJjKVy","CKay, Dj Yo!","2021-09-09","https://i.scdn.co/image/ab67616d0000b27339bb326b58346f99b8692745","1","1","188368","https://p.scdn.co/mp3-preview/31d0204a233c8ebf072f856763a19b549e1df075?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","QZHN32199953","","2022-07-03T08:25:41Z"
"spotify:track:18YHbIhrleUkKKj2DvEp79","Zara Sa","spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:4fEkbug6kZzzJ8eYX6Kbbp","Pritam, KK","spotify:album:153Qw0xXJqhEFxvm9M9rE8","Jannat (Original Motion Picture Soundtrack)","spotify:artist:1wRPtKGflJrBx9BmLsSwlU","Pritam","2008-03-07","https://i.scdn.co/image/ab67616d0000b273727d531901c07a499498c544","1","1","303680","https://p.scdn.co/mp3-preview/55e0ad7728aad9a49acc44da980fc7ddd3dff9f3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","INS170800033","","2022-06-30T21:04:16Z"
"spotify:track:3UGIZ8qcrMTwzLbx6Kttqt","Boyfriend","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","spotify:album:5cxMa6oLINJzmZ8lF7wWQN","Believe","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","2012-01-01","https://i.scdn.co/image/ab67616d0000b273f1d02a6cec967f8b6b78f76e","1","2","171333","","false","77","USUM71202650","","2022-06-27T17:23:56Z"
"spotify:track:38TO59989lXAdlTJfEzGeg","Jaan Hai Meri (From ""Radhe Shyam"")","spotify:artist:76fuWYgIf3TVIopTs3vaJ6, spotify:artist:4IKVDbCSBTxBeAsMKjAuTs, spotify:artist:5r2baeTwcCJnuIsDIlxUJo","Amaal Mallik, Armaan Malik, Rashmi Virag","spotify:album:5bIbBnmYTJ88QmO7KjSTDy","Jaan Hai Meri (From ""Radhe Shyam"")","spotify:artist:76fuWYgIf3TVIopTs3vaJ6, spotify:artist:4IKVDbCSBTxBeAsMKjAuTs, spotify:artist:5r2baeTwcCJnuIsDIlxUJo","Amaal Mallik, Armaan Malik, Rashmi Virag","2022-02-25","https://i.scdn.co/image/ab67616d0000b2731cdb3ff178075d02d369fcb0","1","1","274947","https://p.scdn.co/mp3-preview/10733a7800f2bb52b02ca6321f6ff618d0dbd481?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","INS182200400","","2022-06-18T22:55:29Z"
"spotify:track:3WkJHaOxUGk3Wg7nDf6Jsl","Athena","spotify:artist:6vGO4EyLfjRPfapzcVPLOl","sqrlcore","spotify:album:1PvvaYQJi6wEWWYbLaFa3E","Athena","spotify:artist:6vGO4EyLfjRPfapzcVPLOl","sqrlcore","2022-05-10","https://i.scdn.co/image/ab67616d0000b273f30e012e6b32757df834d181","1","1","206608","","false","0","QZHN92275422","","2022-06-18T22:18:41Z"
"spotify:track:6Uj1ctrBOjOas8xZXGqKk4","Woman","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","Doja Cat","spotify:album:1nAQbHeOWTfQzbOoFrvndW","Planet Her","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","Doja Cat","2021-06-25","https://i.scdn.co/image/ab67616d0000b2737acacbc45d78f1fb58cb6a4b","1","1","172626","https://p.scdn.co/mp3-preview/2ae0b61e45d9a5d6454a3e5ab75f8628dd89aa85?cid=9950ac751e34487dbbe027c4fd7f8e99","true","87","USRC12101532","","2022-06-17T15:33:21Z"
"spotify:track:6dFQ3W3xuG4ll7cNjIsN2Q","Tujhe Dekha To","spotify:artist:61JrslREXq98hurYL2hYoc, spotify:artist:4K6blSRoklNdpw4mzLxwfn","Lata Mangeshkar, Kumar Sanu","spotify:album:3Z7oFffem6DRMmaVfEvm9B","Dilwale Dulhania Le Jayenge","spotify:artist:4YgUVg4p7xtMOrOS4GjiJZ, spotify:artist:3Bku4b0uiR8KJSXu7U8Iyy","Jatin-Lalit, Anand Bakshi","1995-10-20","https://i.scdn.co/image/ab67616d0000b2732458b3ff529345f251a6d001","1","2","302093","https://p.scdn.co/mp3-preview/f71450a7d41e7c30fd24aa9b6941e4888d59f0cc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","INH109537390","","2022-06-16T07:57:14Z"
"spotify:track:733B0eINqwUqzV49kNRPPA","Lag Ja Gale","spotify:artist:7o7doCwqft91WC690aglWC","Sanam","spotify:album:3WpNdEjIE5itor1v9GK83G","Lag Ja Gale - Sanam","spotify:artist:7o7doCwqft91WC690aglWC, spotify:artist:79A5doSmeSIdsm48RvSOcz","Sanam, Raja Mehdi Ali Khan","2014-07-15","https://i.scdn.co/image/ab67616d0000b273b3c540643510b1c136a890f8","1","1","240953","https://p.scdn.co/mp3-preview/2afca311cf3234fc5f6382980ca739e5df3818c1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","INH101401213","","2022-06-15T15:12:29Z"
"spotify:track:2bId06MUsxJqO7LoeLZoq5","Vegas (I Wanna Ride)","spotify:artist:2PRMdXcZ3cQu57agSO2zDn","Joseline Hernandez","spotify:album:0Jjnv5tSd8p8HW7PCwSiHa","Vegas (I Wanna Ride)","spotify:artist:2PRMdXcZ3cQu57agSO2zDn","Joseline Hernandez","2022-01-16","https://i.scdn.co/image/ab67616d0000b2734de05a2b0928eb563a6b7fcb","1","1","220551","https://p.scdn.co/mp3-preview/c005f6399984cdd5729e7b1d7bf9fb7cd2a70750?cid=9950ac751e34487dbbe027c4fd7f8e99","true","68","QMVHD2100009","","2022-06-13T17:04:10Z"
"spotify:track:3VVhnM5djYFFh4gCgQpFy8","Blue Bird (Naruto Shippuden) [Piano Solo]","spotify:artist:6i5jeqNyrzyfDwIiAfNdyF","Moisés Nieto","spotify:album:0awh86ovXNpIT8D6QERe1n","Anime: Piano & Vocal Collection [Vol. 1]","spotify:artist:30ur9OW63O3mffcjm0UpIF","Dan DeSimone","2014-08-25","https://i.scdn.co/image/ab67616d0000b273a966f0829bf01c8167191827","1","9","71952","","false","0","USE830934143","","2022-06-09T11:40:42Z"
"spotify:track:2XpV9sHBexcNrz0Gyf3l18","ブルーバード","spotify:artist:5YneEA2nLtAhkD5t2769lZ","Ikimonogakari","spotify:album:6CM8A3Uhws8mAcNOxpBRNq","Chou Ikimonobakari Tennen Kinen Members Best Selection","spotify:artist:5YneEA2nLtAhkD5t2769lZ","Ikimonogakari","2006","https://i.scdn.co/image/ab67616d0000b2734ff62a8bad528d3b04d0794e","2","3","215706","https://p.scdn.co/mp3-preview/5f600840d23f40b9581ba0fefdedc607d5436ef4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","JPES00801041","","2022-06-09T11:40:36Z"
"spotify:track:5O2P9iiztwhomNh8xkR9lJ","Night Changes","spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","One Direction","spotify:album:4gCNyS7pidfK3rKWhB3JOY","FOUR (Deluxe)","spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","One Direction","2014-11-17","https://i.scdn.co/image/ab67616d0000b273d304ba2d71de306812eebaf4","1","7","226600","https://p.scdn.co/mp3-preview/359be833b46b250c696bbb64caa5dc91f2a38c6a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","88","GBHMU1400165","","2022-05-23T04:42:23Z"
"spotify:track:5YUyW9opqNsMSEzzecZih1","X","spotify:artist:1SupJlEpv7RS2tPNRaHViT, spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5","Nicky Jam, J Balvin","spotify:album:1CYQlkKE5Q0khU6eMwVAVt","Intimo","spotify:artist:1SupJlEpv7RS2tPNRaHViT","Nicky Jam","2019-11-01","https://i.scdn.co/image/ab67616d0000b273072a21c666bf2f7b3fababef","1","14","172854","https://p.scdn.co/mp3-preview/6745d4cf983eef46735f94db5a3336010546254b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","USSD11800024","","2022-05-20T08:33:06Z"
"spotify:track:0byPyCPX9mfGMiAGVZxasq","Carol Of The Bells","spotify:artist:378dH6EszOLFShpRzAQkVM","Lindsey Stirling","spotify:album:7wfjL0ZBEycLvXzJmHF45g","Warmer In The Winter (Deluxe Edition)","spotify:artist:378dH6EszOLFShpRzAQkVM","Lindsey Stirling","2018-10-19","https://i.scdn.co/image/ab67616d0000b273b4a35e290c22d73c16df1f7b","1","4","166093","","false","67","USC4R1706214","","2022-05-17T16:35:35Z"
"spotify:track:3dqHiEY4imK4a1EDLRVUtj","Solas","spotify:artist:2yvguoW65iZdUhca8yIfIo","Jamie Duffy","spotify:album:6jYDx9P1IYmFohlBnDOzyF","Solas","spotify:artist:2yvguoW65iZdUhca8yIfIo","Jamie Duffy","2022-02-04","https://i.scdn.co/image/ab67616d0000b2734b860d72ec37b3e720dd0e6c","1","1","192593","","false","1","QZFZ42258766","","2022-05-15T19:57:20Z"
"spotify:track:3J0qdlzafWj4FCUAKFLBJA","XO Tour Llif3 - Instrumental","spotify:artist:7qyRt0liryfC7zuZFICdKC","KPH","spotify:album:4vrvK6MvavH6DCS6RLNyEv","XO Tour Llif3 (Instrumental)","spotify:artist:7qyRt0liryfC7zuZFICdKC","KPH","2017-04-29","https://i.scdn.co/image/ab67616d0000b273e10963a68caf1ab46a291930","1","1","187942","https://p.scdn.co/mp3-preview/e505ac466c5520a8fb022605f3ef6217fb6819bf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","QMEZE1716430","","2022-05-14T18:38:39Z"
"spotify:track:2C72bOiY3kbCgDBBznoejk","Seethakaalam","spotify:artist:2pVurQy6iuWWx707gilSdX","Yazin Nizar","spotify:album:0nJiWxWeUSYUq3xpzNKs5d","Son Of Satyamurthy","spotify:artist:5sSzCxHtgL82pYDvx2QyEU","Devi Sri Prasad","2015-03-15","https://i.scdn.co/image/ab67616d0000b27371cc7c112a85908f0192aa70","1","2","262488","https://p.scdn.co/mp3-preview/480190a636d7b3f64d434c0edd5d82e1a0a18c86?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","INA091514797","","2022-05-14T04:19:00Z"
"spotify:track:67XeWdoClnbbB5HyuB5wIj","Gulabi Kallu Rendu Mullu","spotify:artist:4W91bbPB2CTSsHwt7eqNl7","Javed Ali","spotify:album:4l1UZrzOz1la6gcFsEuktY","Mega Power Star","spotify:artist:7zFBW2JxM4bgTTKxCRcS8Q","Hiphop Tamizha","2019-03-25","https://i.scdn.co/image/ab67616d0000b273913e6f11b1876a1c48fb208e","1","4","264000","https://p.scdn.co/mp3-preview/96407c228da4f8dde32b5521beb150b4cd4bc8e3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","INA091414665","","2022-05-14T04:09:18Z"
